_id,url,title,update_time,image_url,sectors,salary,job_formality,job_experience_years,application_deadline,required_gender_specific,job_attributes,job_descriptions,job_requirements,company_name,company_address,company_url,timestampISOdate
{'$oid': '61b5dde6ac3da49adc03e506'},https://mywork.com.vn/tuyen-dung/viec-lam/100141437/ke-toan-vien.html?svs=max_box,Kế Toán Viên,2021-11-28,https://cdn.mywork.com.vn/images/employer_avatar/2021/11/19/images/163731111027.jpeg,"['Kế toán - Kiểm toán', 'Hành chính - Văn phòng', 'Tài chính - Tiền tệ']",8 - 10 triệu,Nhân viên,1 năm,1638489600000,Không yêu cầu,Toàn thời gian cố định,"( CÔNG TY DỊCH VỤ KẾ TOÁN ) cần tuyển kế toán Viên1-2 năm kinh nghiệm, từng làm tại cty dịch vụ kế toán-Xuất hoá đơn-BHXH-Lập báo cáo thuế-BCTC-Lập hồ liên quan đến công ty-Thực hiện những công việc Kế toán trưởng và ban giám đốc giao cho.- Thời gian làm việc: 8h00 -17h00 (nghỉ trưa 1 h) từ thứ 2 đến thứ 7(12h00) - Địa điểm làm việc: Tại công ty 40/1 Trần não phường An Khánh (Q2 cũ) TP.Thủ Đức TP.HCM","- Ưu tiên : 1-2 năm kinh nghiệm, từng làm tại cty dịch vụ kế toán.- Lễ phép , đạo đức, chịu áp lực cao.- Bằng cấp: Tốt nghiệp chuyên ngành kế toán từ trung cấp trở lên- Sử dụng tốt các ứng dụng văn phòng như: Excel, Word,…- Biết sử dụng phần mềm kế toán (như Misa, Smart pro,…)- Thực hiện đúng quy chế của công ty.",Công Ty TNHH Dịch Vụ Tư Vấn Tn,Làm việc Tại công ty 40/1 Trần não phường An Khánh (Q2 cũ) TP.Thủ Đức TP.HCM,https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/100071972/cong-ty-tnhh-dich-vu-tu-van-tn.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e507'},https://mywork.com.vn/tuyen-dung/viec-lam/100144672/hanh-chinh-van-phong.html?svs=max_box,Hành Chính Văn Phòng,2021-11-28,https://cdn.mywork.com.vn/company-logo-medium/042019/9fb3e1fcf61ea1298c5bf8ef3d453713.jpg,"['Hành chính - Văn phòng', 'Hành chính - Nhân sự', 'Nhân sự']",7-10 triệu,Nhân viên,1 năm,1639094400000,Nữ,Toàn thời gian cố định,"-	Soạn văn bản, lưu trữ giấy tờ văn thư cho công ty-	Lập các biểu mẫu, xây dựng các quy trình quản lý Công ty có hệ thống.-	Làm công tác hành chính: Quản lý hành chính, quản trị văn phòng, công tác truyền thông-	Các công việc khác theo sự phân công của người quản lý.","-	Sử dụng thành thạo tin học văn phòng, soạn thảo văn bản tốt, lưu trữ giấy tờ văn thư cho công ty-	Nhiệt tình, nhanh nhẹn, thật thà, chịu khó, trung thực, năng động, chịu được áp lực công việc, có khả năng tổ chức các hoạt động, phong trào trong công ty, muốn gắn bó lâu dài với công ty…-	Ưu tiên ứng viên nữ, có kinh nghiệm.-       Yêu cầu tuổi từ 27 - 35-       Thời gian làm việc từ thứ 2 đến thứ 7, nghỉ Chủ nhật",Công Ty Cổ Phần Đất Hiếm Việt Nam - Vietnam Rare Earth Jsc,"Tiên Tân, Phủ Lý",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20186162/cong-ty-co-phan-dat-hiem-viet-nam-vietnam-rare-earth-jsc.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e508'},https://mywork.com.vn/tuyen-dung/viec-lam/100142600/nhan-vien-thiet-ke.html?svs=max_box,Nhân Viên Thiết Kế.,2021-11-28,https://cdn.mywork.com.vn/images/employer_avatar/default_avatar.png,"['Thiết kế - Mỹ thuật', 'Thiết kế đồ họa - Web']",7-10 triệu,Nhân viên,Chưa có kinh nghiệm,1638576000000,Không yêu cầu,Toàn thời gian cố định,"- Tư vấn và thiết kế, dựng mẫu lên ý tưởng cho sản phẩm của công ty theo yêu cầu.- Đảm bảo sự hài hòa về mặt bố cục, thẫm mĩ cho từng thiết kế.- Tham gia đóng góp ý tưởng, phát triển thông điệp truyền tải chính cho dự án- Cập nhật thường xuyên các xu hướng thiết kế trong và ngoài nước để các sản phẩm thiết kế đạt được tính hiệu quả cao nhất- Trao đổi cụ thể hơn khi phỏng vấn","- Sử dụng thành thạo Autocad và Solidwords- Chăm chỉ, có tinh thần trách nhiệm với công việc, không ngại khó- Cống hiến và gắn bó với công ty khi được công ty đào tạo thành nghề.- Tôn trọng hình ảnh của công ty, đồng nghiệp và khách hàng.",Công Ty TNHH Thú Nhồi Bông Diễm Trúc,"36A Đường 197, Tổ 5 Phường Tân Phú, Quận 9, Thành Phố Hồ Chí Minh, Việt Nam",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20248782/cong-ty-tnhh-thu-nhoi-bong-diem-truc.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e509'},https://mywork.com.vn/tuyen-dung/viec-lam/100140115/nhan-vien-kinh-doanh-phan-phoi-tai-ha-noi.html?svs=max_box,Nhân Viên Kinh Doanh Phân Phối Tại Hà Nội,2021-11-28,https://cdn.mywork.com.vn/images/default/2021/11/17/images/163711713054.jpeg,"['Nhân viên kinh doanh', 'Phát triển thị trường', 'Bán hàng']",7-10 triệu,Nhân viên,1 năm,1640822400000,Nam,Toàn thời gian cố định,"- Kinh doanh các giải pháp, sản phẩm về công nghệ như : Camera giám sát, Swith mạng, wifi, Chuông cửa có hình, các sản phẩm báo động, báo cháy, bãi đậu xe thông minh,….- Duy trì và chăm sóc những khách hàng hiện có, nhận đơn đặt hàng; thiết lập những những mối quan hệ kinh doanh mới- Gặp gỡ và tiếp xúc với các khách hàng tiềm năng để giới thiệu và bán sản phẩm.- Lên kế hoạch và thực hiện thường xuyên việc tiếp xúc, duy trì và mở rộng tập khách hàng tiềm năng.- Thu thập nhu cầu của khách hàng về giải pháp, sản phẩm và ngân sách của khách hàng cho việc đầu tư, mua sắm.- Lập báo giá theo yêu cầu của khách hàng dựa trên giá cả đã được phê duyệt.- Lên dự thảo hợp đồng sau khi khách hàng đã đồng ý, theo dõi quá trình thực hiện, thanh lý hợp đồng.- Trực tiếp tiếp nhận các phản hồi của khách hàng về sản phẩm hàng hóa, kỹ thuật, sự cố, khảo sát…- Lập kế hoạch công tác tuần, tháng. Thực hiện theo kế hoạch được duyệt.- Thực hiện các công việc khác theo yêu cầu..","- Đam mê với ngành nghề kinh doanh- Ưu tiên có kinh nghiệm trong lính vực kỹ thuật- Nhanh nhẹn, chủ động trong việc tìm kiếm, tiếp cận khách hàng, mở rộng tập khách hàng.- Giao tiếp tốt, năng động, tinh thần trách nhiệm cao trong công việc.",Công Ty Cổ Phần Huviron Việt Nam,"Tầng 1, tòa nhà Mỹ Đình Plaza , 138 Trần Bình, Mỹ Đình, Hà Nội",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/100071352/cong-ty-co-phan-huviron-viet-nam.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e50a'},https://mywork.com.vn/tuyen-dung/viec-lam/100144527/nhan-vien-kinh-doanh-online-thu-nhap-tren-10-trieu.html?svs=max_box,Nhân Viên Kinh Doanh Online Thu Nhập Trên 10 Triệu,2021-11-28,https://cdn.mywork.com.vn/images/employer_avatar/2021/11/26/images/163791892239.jpeg,"['Nhân viên kinh doanh', 'Bán hàng', 'Y tế - Dược']",10-12 triệu,Nhân viên,1 năm,1639180800000,Không yêu cầu,Toàn thời gian cố định,"+ Tư vấn bán hàng sản phẩm qua kênh online: Dược phẩm, mỹ phẩm, thực phẩm chức năng, sữa/ngành sữa, trang thiết bị y khoa...+ Tìm kiếm khách hàng lẻ và khách hàng sỉ là đại lý, nhà phân phối trong khu vực, siêu thị và các cửa hàng tiện lợi.+ Theo danh sách có sẵn đi xác thực thông tin khách hàng.+ Hướng dẫn, giải đáp thắc mắc cho khách hàng. + Tiếp nhận góp ý của khách hàng và báo cáo lên cấp trên.","- Ưu tiên ứng viên có kinh nghiệm ngành FMCG/dược OTC/maketing &amp; Sữa là một lợi thế. - Mở rộng/phát triển kênh phân phối online/maketing/thị trường FMCG/OTC &amp; Sữa. - Có thể làm công việc di chuyển nhiều, kiên nhẫn &amp; chịu khó.",Công Ty TNHH Eu Healthcare,"11 đường số 4, Khu phố 2, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/100073336/cong-ty-tnhh-eu-healthcare.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e50b'},https://mywork.com.vn/tuyen-dung/viec-lam/100144846/sale-admin.html?svs=max_box,Sale Admin,2021-11-28,https://cdn.mywork.com.vn/company-logo-medium/032018/42eb3847d821377dbe16f4fb27ec89c7.png,"['Thư ký - Trợ lý', 'Quản trị kinh doanh', 'Kinh doanh - Thương mại']",7 - 12 triệu,Nhân viên,1 năm,1639094400000,Không yêu cầu,Toàn thời gian cố định,- Báo giá cho khách hàng	- Soạn thảo hợp đồng bán hàng	- Làm thủ tục thông quan hàng hóa	- Xuất hóa đơn cho khách hành	- Làm hồ sơ thanh quyết toán	- Báo cáo tổng hợp doanh số và chi phí- Các công việc khác theo chỉ đạo của Giám ĐốcĐịa chỉ làm việc tại: số BT2-15 Khu đô thị Tasco Xuân Phương – Nam Từ Liêm – Hà nội,"Có 1 đến 2 năm kinh nghiệm làm sale admin,Tốt nghiệp các trường kế toán, thương mại, kinh tế, ngoại thương.",Công Ty TNHH Tumadu Việt Nam,"Số 422, Xuân Phương, Nam Từ Liêm, Hà Nội",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20371793/cong-ty-tnhh-tumadu-viet-nam.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e50c'},https://mywork.com.vn/tuyen-dung/viec-lam/100139265/giang-vien-nganh-ngon-ngu-trung.html?svs=max_box,Giảng Viên Ngành Ngôn Ngữ Trung,2021-11-28,https://cdn.mywork.com.vn/company-logo-medium/052020/7df08bbe74aa95f8983c891abdfa9f04.jpg,"['Giáo dục - Đào tạo', 'Phiên dịch/ Ngoại ngữ']",12 - 25 triệu,Khác,3 năm,1639440000000,Không yêu cầu,Toàn thời gian cố định,"- Giảng dạy các môn thuộc chương trình đào tạo bậc ĐH ngành Ngôn ngữ Trung;- Hướng dẫn sinh viên nghiên cứu khoa học;- Tham gia việc biên soạn, hiệu chỉnh, cập nhật các bài giảng của ngành;- Sinh hoạt học thuật","- Có bằng Thạc sĩ trở lên phù hợp với chuyên ngành ứng tuyển- Đã từng tham gia giảng dạy tại các trường ĐH, CĐ hoặc là cán bộ đang làm việc tại các doanh nghiệp- Năng động, hòa đồng, nhiệt tình trong công tác- Có tinh thần trách nhiệm cao trong giảng dạy, thực hiện nghiêm túc thời gian lên lớp""",Trường Đại Học Công Nghệ Thành Phố Hồ Chí Minh,"475A Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Tp.Hồ Chí Minh",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20276978/truong-dai-hoc-cong-nghe-thanh-pho-ho-chi-minh.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e50d'},https://mywork.com.vn/tuyen-dung/viec-lam/100144335/nhan-vien-ban-hang-ca-toi.html?svs=max_box,Nhân Viên Bán Hàng Ca Tối,2021-11-29,https://cdn.mywork.com.vn/images/employer_avatar/2021/11/26/images/163789260268.png,"['Bán hàng', 'Tư vấn/ Chăm sóc khách hàng', 'Lao động phổ thông']",7-10 triệu,Nhân viên,Không yêu cầu,1639094400000,Không yêu cầu,Bán thời gian tạm thời,"- Quản lý, theo dõi hàng hóa trên cửa hàng.- Sắp xếp và lau dọn hàng hóa khoa học trong cửa hàng.- Kiểm tra date thường xuyên các sản phẩm.- Nhận các đơn đặt hàng, tư vấn khách hàng qua điện thoại.- Bán hàng tại cửa hàng, chăm sóc khách hàng- Báo cáo công việc hàng ngày- Thời gian làm viêc:+ Ca chiều tối: 13h-21h- Địa chỉ: 56 Linh Lang, Ba Đình, Hà Nội","- Ưu tiên người có gia đình, kinh nghiệm bán hàng, tốt nghiệp trung học phổ thông trở lên- Giao tiếp tốt, trung thực, chăm chỉ.- Độ tuổi: 18 - 33 tuổi- Thời gian làm việc: 13h-21h",Công Ty TNHH Thực Phẩm Plaza,"56 Linh Lang, Ba Đình, Hà Nội",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20447464/cong-ty-tnhh-thuc-pham-plaza.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e50e'},https://mywork.com.vn/tuyen-dung/viec-lam/100140600/cong-nhan-ui.html?svs=max_box,Công Nhân Ủi,2021-11-28,https://cdn.mywork.com.vn/company-logo-medium/082018/TieO9Thqb1wg5ZbKH5eBmWp6y4tMtBymIh5cjaMo.jpeg,"['Lao động phổ thông', 'Dệt may - Da giày']",5-7 triệu,Khác,1 năm,1638230400000,Không yêu cầu,Toàn thời gian cố định,- Ủi chi tiết: thực hiện các việc ủi các chi tiết nhỏ trên chuyền may- Ủi thành phẩm: thực hiện ủi sản phẩm đã hoàn chỉnh,"- Có sức khỏe tốt, chăm chỉ, nhanh nhẹn.- Có tính kỷ luật, nghiêm túc trong công việc.",CÔNG TY TNHH THƯƠNG MẠI QUỐC TẾ TITAN,"146 Lê Thiệt, Phú Thọ Hòa, Tân Phú, TPHCM",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20434729/cong-ty-tnhh-thuong-mai-quoc-te-titan.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e50f'},https://mywork.com.vn/tuyen-dung/viec-lam/100128494/ha-noi-telemarketing-nhan-vien-truyen-thong-va-dat-lich-hen.html?svs=max_box,[Hà Nội] Telemarketing _ Nhân Viên Truyền Thông Và Đặt Lịch Hẹn,2021-11-28,https://cdn.mywork.com.vn/company-logo-medium/201607/ca07ec589061.jpg,"['Tư vấn/ Chăm sóc khách hàng', 'Nhân viên kinh doanh', 'Bán hàng']",12-15 triệu,Nhân viên,Chưa có kinh nghiệm,1639440000000,Không yêu cầu,Toàn thời gian cố định,"	Lập kế hoạch &amp; thực hiện các cuộc gọi qua điện thoại mời khách hàng đến tham dự Hội thảo/ Sự kiện do Công ty tổ chức;	Sử dụng, bảo mật các thông tin, dữ liệu về khách hàng do Công ty cung cấp;	Có trách nhiệm với chỉ tiêu số lượng khách hàng được mời tham gia Sự kiện; 	Báo cáo và cập nhật thông tin khách hàng lên hệ thống CRM.	Đưa ra các đề xuất, giải pháp nhằm nâng cao nghiệp vụ tư vấn;	Các nhiệm vụ khác được giao bởi Trưởng nhóm.","	Yêu thích công việc Telesales.	Ưu tiên ứng viên có kinh nghiệm bán hàng, tiếp thị qua điện thoại, chăm sóc khách hàng, Call Center.	Kỹ năng giao tiếp tốt. giọng nói dễ nghe, không có khiếm khuyết về giọng nói. 	Có khả năng nắm bắt công việc nhanh, chịu được áp lực công việc cao.	Có khả năng tự tạo động lực làm việc, kỹ năng giải quyết vấn đề.	Thái độ cầu tiến, ham học hỏi.	Kỹ năng tin học cơ bản.	Độ tuổi: 21 – 40 tuổi",Công ty TNHH Khu Du Lịch Vịnh Thiên Đường,"7Th Floor, Capital Tower, 109 Tran Hung Dao, Hoan Kiem, Hanoi.  Lầu 29& 30, Lim Tower, 9-10 Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp.HCM",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20198261/cong-ty-tnhh-khu-du-lich-vinh-thien-duong.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e510'},https://mywork.com.vn/tuyen-dung/viec-lam/100139707/nhan-vien-ke-toan.html?svs=max_box,Nhân Viên Kế Toán,2021-11-28,https://cdn.mywork.com.vn/images/employer_avatar/2021/07/05/images/162547696659.png,"['Kế toán - Kiểm toán', 'Tài chính - Tiền tệ', 'Hành chính - Văn phòng']",7-10 triệu,Nhân viên,1 năm,1639612800000,Nữ,Toàn thời gian cố định,"- Xuất nhập kho hàng hóa.- Báo cáo tài chính, báo cáo thuế..- Tổng hợp Báo cáo chấm công, vận chuyển ( lái xe) và lắp ráp (bảo hành).- Theo dõi công nợ, tính chiết khấu khách hàng.- Báo cáo hình ảnh kho bãi.",- Trung cấp kế toán- Kỹ năng vi tính văn phòng- Ưu tiên ứng viên có kinh nghiệm,Công Ty CP Sơn Hà Sài Gòn,"292/5 Ấp Tam Đông 2, Xã Thới Tam Thôn, Hóc Môn, TP.HCM",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20494749/cong-ty-cp-son-ha-sai-gon.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e511'},https://mywork.com.vn/tuyen-dung/viec-lam/100140458/chuyen-vien-dich-vu-tai-chinh.html?svs=max_box,Chuyên Viên Dịch Vụ Tài Chính,2021-11-28,https://cdn.mywork.com.vn/company-logo-medium/102020/3H5odjiRmWHDwUJ20jBdgsOk8TMsYXnBk1Kq5QOz.jpeg,"['Chứng khoán - Vàng', 'Kế toán - Kiểm toán', 'Ngân hàng/ Tài Chính']",12-15 triệu,Nhân viên,1 năm,1640908800000,Không yêu cầu,Toàn thời gian cố định,"- Quản lý tiền giao dich Giao dịch ký quỹ • Tiếp nhận và xử lý yêu cầu của khối môi giới về các dịch vụ tài chính• Theo dõi giao dịch margin và hợp đồng ký quỹ• Tính toán các nghiệp vụ liên quan tới giao dịch ký quỹ• Cài đặt chính sách tài khoản. • Lập các báo cáo phát sinh liên quan đến hoạt động cho vay GDKQ• Các nghiệp vụ khác- Quản lý tiền giao dịch Chứng khoán phái sinh • Theo dõi tình trạng các điện Nộp/Rút/Chuyển tiền chứng khoán phái sinh • Theo dõi và kiểm tra dữ liệu về các khoản phí, phải thu, lãi tiền gửi ký quỹ • Đối chiếu dữ liệu VSD, chốt dữ liệu thanh toán lãi/lỗ VM cuối ngày giao dịch • Các sản phẩm, nghiệp vụ khác liên quan đến Chứng khoán phái sinh - Lập báo cáo, đối chiếu định kỳ với các phòng ban ngày tuần tháng quý theo yêu cầu của quản lý - Phổ biến, hướng dẫn, hỗ trợ, giải đáp thăc mắc của khách hàng và các phòng ban về sản phẩm - Các công việc khác theo sự phân công của Lãnh đạo Phòng- Tham gia xây dựng viết mới, cập nhật cải tiến quy trình/quy chế liên quan tới tiền giao dịch ký quỹ và phái sinh- Kiểm thử hệ thống khi cần","- Có kinh nghiệm làm việc tại Phòng nghiệp vụ Công ty chứng khoán. - Kinh nghiệm 1 năm và ưu tiên làm việc tại bộ phận thanh toán bù trừ tiền, quản lý tiền giao dich Giao dịch ký quỹ và phái sinh- Tốt nghiệp đại học chuyên ngành tài chính, ngân hàng, kinh tế, chứng khoán- Có kiến thức và kinh nghiệm trong lĩnh vực tài chính ngân hàng đặc biệt là ngành chứng khoán. - Tin học Thành thạo kỹ năng tin học văn phòng: outlook, Word, Excel, PP - Sử dụng tốt tiếng Anh- Ưu tiên các ứng viên có đầy đủ các chứng chỉ liên quan của UBCK, có kinh nghiệm trong lĩnh vực tài chính, chứng khoán.- Có thái độ phục vụ tốt, điềm tĩnh, chịu áp lực công việc cao, có kỹ năng giải quyết vấn đề.- Làm việc cẩn trọng, kiên nhẫn, hòa nhã, bảo mật, độc lập, làm việc nhóm- Cẩn thận, Trung thực, Có trách nhiệm trong công việc. - Nhanh nhẹn, tư duy tốt, nhiệt tình trong công việc - Chịu khó tìm hiểu, sáng tạo",Công Ty Cổ Phần Chứng Khoán Phú Hưng,"Tầng 21, Phú Mỹ Hưng Tower, 08 Hoàng Văn Thái, Phường Tân Phú, Quận 7, Tp.HCM",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20563643/cong-ty-co-phan-chung-khoan-phu-hung.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e512'},https://mywork.com.vn/tuyen-dung/viec-lam/100139093/pho-phong-ke-toan.html?svs=max_box,Phó Phòng Kế Toán,2021-11-28,https://cdn.mywork.com.vn/company-logo-medium/122020/oPMuPidi9ZEUJPdIh9rbmFah7jscXqS8IjVJThjf.png,"['Kế toán - Kiểm toán', 'Tài chính - Tiền tệ', 'Ngân hàng/ Tài Chính']",15-20 triệu,Trưởng phòng,5 năm,1639440000000,Nam,Toàn thời gian cố định,"- Làm thanh toán trong nước và nước ngoài- Theo dõi, làm báo cáo nhập xuất tồn kho- Làm các báo cáo dòng tiền, theo dõi dòng tiền- Quản lý tài sản cố định","- Giới tính: Nam- Tốt nghiệp: Đại học trở nên- Ưu tiên ứng viên có kinh nghiệm sử dụng SAP và các phần mềm kế toán.- Ưu tiên ứng viên biết tiếng anh, Hàn hoặc Trung",Công Ty Tnhh Dreamtech Việt Nam,"Số 100, Đường Hữu Nghị, Vsip Bắc Ninh, Xã Phù Chẩn, Thị Xã Từ Sơn, Tỉnh Bắc Ninh, Việt Nam",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20568764/cong-ty-tnhh-dreamtech-viet-nam.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e513'},https://mywork.com.vn/tuyen-dung/viec-lam/100142764/chuyen-vien-cat-dung-phim.html?svs=max_box,Chuyên Viên Cắt Dựng Phim,2021-11-28,https://cdn.mywork.com.vn/images/employer_avatar/default_avatar.png,"['Kỹ thuật - Công nghệ', 'Nghệ thuật/ Điện ảnh']",7 - 12 triệu,Nhân viên,Chưa có kinh nghiệm,1640217600000,Nam,Toàn thời gian cố định,"-	Tham gia xây dựng ý tưởng hình ảnh và nội dung cho các dự án của công ty-	Chỉnh sửa, cắt dán, lồng ghép video, âm thanh, hình ảnh -	Phối hợp với các phòng ban làm các nhiệm vụ liên quan","-	Ưu tiên sinh viên sắp và mới tốt nghiệp-	Độ tuổi: 18-25 tuổi -	Giới tính: nam-	Sử dụng thành thạo các phần mềm như Adobe Photoshop, Adobe Premiere, có kiến thức tốt về Adobe After Effect…-	Có kiến thức về kỹ thuật hình ảnh, ánh sáng, có khả năng sáng tạo linh hoạt",Công Ty TNHH Usmart,"329 Trần Hưng Đạo, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/100021974/cong-ty-tnhh-usmart.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e514'},https://mywork.com.vn/tuyen-dung/viec-lam/100141508/ky-thuat-vien-detailing.html?svs=max_box,Kỹ Thuật Viên Detailing,2021-11-28,https://cdn.mywork.com.vn/company-logo-medium/102018/938dfd88c7a36bfeef746108e025c2a3.jpg,"['Kỹ thuật', 'Ô tô - Xe máy']",6 - 12 triệu,Nhân viên,2 năm,1639872000000,Không yêu cầu,Toàn thời gian cố định,"- Hiệu Chỉnh Bề Mặt Sơn,Đánh Bóng, Phủ Ceramic- Dán Film Cách Nhiệt- Vệ Sinh Khoang Máy, Nội Thất- Độ đèn, gắn màn hình camera....",- Nắm vững kiến thức về detailing + Hoá chất chuyên dụng- Có kinh nghiệm tối thiểu 2 năm - Có trách nhiệm trong công việc.- Thời gian làm việc từ 7:00 đến 18:00,Công Ty TNHH Thương Mại Dịch Vụ Ngọc Lốp Ô Tô,"Số 2052, QL 51, KP.Hương Phước, Phường Phước Tân, Thành phố Biên Hòa, Tỉnh Đồng Nai.",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20463497/cong-ty-tnhh-thuong-mai-dich-vu-ngoc-lop-o-to.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e515'},https://mywork.com.vn/tuyen-dung/viec-lam/100139534/nhan-vien-thiet-ke-gia-cong-ban-ve-2d-kien-truc-xay-dung-vija.html?svs=max_box,Nhân Viên Thiết Kế - Gia Công Bản Vẽ 2D Kiến Trúc Xây Dựng (Vija),2021-11-28,https://cdn.mywork.com.vn/images/employer_avatar/2021/06/15/images/162375039550.jpeg,"['Kiến trúc - Thiết kế nội thất', 'Xây dựng', 'Thiết kế đồ họa - Web']",7-10 triệu,Nhân viên,Dưới 1 năm,1638230400000,Không yêu cầu,Toàn thời gian cố định,"- Thiết kế, gia công Bản Vẽ 2D kiến trúc, xây dựng sử dụng Phần mềm AutoCAD hoặc Vectorwork.- Thiết kế và làm việc theo yêu cầu của cấp trên- Cụ thể công việc sẽ được trao đổi trong quá trình phỏng vấn.","- Tốt nghiệp từ cao đăng trở lên chuyên ngành thiết kế, kiến trúc ....- Ưu tiên: Nữ.",Công Ty Cổ Phần Thương Mại Cơ Khí Và Xây Dựng Việt Nhật,"Khu Đô Thị Louis City, Phường Đại Mỗ, Quận Nam Từ Liêm",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20089217/cong-ty-co-phan-thuong-mai-co-khi-va-xay-dung-viet-nhat.html,2021-11-29
{'$oid': '61b5dde6ac3da49adc03e516'},https://mywork.com.vn/tuyen-dung/viec-lam/100143048/bien-tap-vien-website-pr-quang-cao.html?svs=max_box,Biên Tập Viên Website – PR Quảng Cáo,2021-11-28,https://cdn.mywork.com.vn/images/employer_avatar/default_avatar.png,"['Marketing - PR', 'Biên tập/ Báo chí/ Truyền hình', 'Tiếp thị - Quảng cáo']",10-12 triệu,Nhân viên,1 năm,1639180800000,Không yêu cầu,Toàn thời gian cố định,"1. Lên ý tưởng và viết bài cho website về lĩnh vực: Vé máy bay, du lịch, khách sạn, visa2. Khả năng sáng tạo, linh hoạt trong vận dụng từ ngữ3. Khả năng trình bày và diễn đạt bằng ngôn ngữ nói và viết tốt4. Tham gia lên kế hoạch, xây dựng và đóng góp ý tưởng cho nội dung website.5. Phối hợp và hỗ trợ các bộ phận khác hoàn thành tốt các công việc được giao6. Chi tiết về công việc sẽ được trao đổi trong buổi phỏng vấn.","1. Tốt nghiệp Cao đẳng, Đại học trở lên chuyên ngành liên quan2. Tối thiểu 01 năm kinh nghiệm ở vị trí tương đương.3. Khả năng viết bài, phân tích và tổng hợp thông tin tốt4. Sử dụng thành thạo MS Office: Word, Excel, PPT. Thao tác nhanh nhẹn với máy tính.5. Biết sử dụng Photoshop hoặc các phần mềm chỉnh sửa ảnh là một lợi thế6. Năng động, nhiệt tình, kiên trì, có khả năng chịu được áp lực và cường độ công việc cao.7. Khả năng giao tiếp, làm việc độc lập và làm việc nhóm tốt.8. Có kỹ năng viết bài Facebook, truyền thông PR, viết bài chuẩn SEO, Adwords là một lợi thế lớn",Công Ty Cổ Phần Việt Nam Tickets,"117  Cống Quỳnh, Phường Phạm Ngũ Lão, Quận 1, TPHCM",https://mywork.com.vn/tuyen-dung/nha-tuyen-dung/20546330/cong-ty-co-phan-viet-nam-tickets.html,2021-11-29
